12 AM,2
1 AM,13
2 AM,16
3 AM,6
4 AM,10
5 AM,5
6 AM,18
7 AM,15
8 AM,29
9 AM,22
10 AM,16
11 AM,32
12 PM,32
1 PM,25
2 PM,32
3 PM,37
4 PM,31
5 PM,33
6 PM,18
7 PM,27
8 PM,16
9 PM,10
10 PM,13
11 PM,14
